LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
121,Jun,14,00:06:27,secops-01,sshd,11786,Failed password for guest from 203.0.113.13 port 64875 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['guest', '203.0.113.13', '64875']"
122,Jun,14,00:06:27,secops-01,sshd,13361,error: maximum authentication attempts exceeded for ubuntu from 198.51.100.194 port 33194 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['ubuntu', '198.51.100.194', '33194']"
123,Jun,14,00:06:29,secops-01,sshd,21164,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.114,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.114']
124,Jun,14,00:06:36,secops-01,audit,2641,USER_AUTH pid=2034 uid=1000 auid=1000 user=support exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2034', '1000', '1000', 'support', 'success']"
125,Jun,14,00:06:40,secops-01,sshd,28443,Failed password for postgres from 198.51.100.40 port 10801 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '198.51.100.40', '10801']"
126,Jun,14,00:06:43,secops-01,sshd,29867,Failed password for ec2-user from 203.0.113.197 port 28298 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.197', '28298']"
127,Jun,14,00:06:50,secops-01,sudo,37381,pam_unix(sudo:session): session closed for user ubuntu,U02,pam_unix(sudo:session): session closed for user <*>,['ubuntu']
128,Jun,14,00:06:51,secops-01,sshd,11973,Failed password for invalid user nagios from 192.0.2.80 port 38289 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['nagios', '192.0.2.80', '38289']"
129,Jun,14,00:06:52,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=198.51.100.69 DST=10.0.1.42 PROTO=TCP SPT=16743 DPT=443,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.69', '10.0.1.42', '16743', '443']"
130,Jun,14,00:06:52,secops-01,sshd,19543,Failed password for git from 203.0.113.154 port 31820 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '203.0.113.154', '31820']"
131,Jun,14,00:06:55,secops-01,sshd,12332,Failed password for invalid user www-data from 203.0.113.222 port 30779 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '203.0.113.222', '30779']"
132,Jun,14,00:06:57,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.141 DST=10.0.3.167 PROTO=UDP SPT=10788 DPT=3306,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.141', '10.0.3.167', '10788', '3306']"
133,Jun,14,00:07:01,secops-01,sshd,28651,Failed password for ubuntu from 198.51.100.154 port 50107 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.154', '50107']"
134,Jun,14,00:07:08,secops-01,sshd,18920,Disconnected from authenticating user test 198.51.100.181 port 27402 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['test', '198.51.100.181', '27402']"
135,Jun,14,00:07:12,secops-01,sshd,20561,Disconnected from authenticating user nagios 203.0.113.112 port 49162 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['nagios', '203.0.113.112', '49162']"
136,Jun,14,00:07:12,secops-01,sshd,28848,Failed password for ec2-user from 192.0.2.216 port 57418 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '192.0.2.216', '57418']"
137,Jun,14,00:07:19,secops-01,audit,2927,USER_LOGIN pid=3753 uid=1000 auid=4294967295 user=root exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3753', '1000', '4294967295', 'root', 'success']"
138,Jun,14,00:07:24,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.113 DST=10.0.7.250 PROTO=UDP SPT=7003 DPT=8080,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '192.0.2.113', '10.0.7.250', '7003', '8080']"
139,Jun,14,00:07:30,secops-01,sshd,20807,Disconnected from authenticating user deploy 198.51.100.221 port 11563 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['deploy', '198.51.100.221', '11563']"
140,Jun,14,00:07:30,secops-01,sshd,28025,error: maximum authentication attempts exceeded for oracle from 198.51.100.104 port 54341 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['oracle', '198.51.100.104', '54341']"
141,Jun,14,00:07:30,secops-01,sshd,23244,Connection closed by authenticating user deploy 203.0.113.31 port 64606 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['deploy', '203.0.113.31', '64606']"
142,Jun,14,00:07:35,secops-01,sshd,26988,reverse mapping checking getaddrinfo for host60.example-mail.com [203.0.113.50] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host60.example-mail.com', '203.0.113.50']"
143,Jun,14,00:07:38,secops-01,sshd,11691,Received disconnect from 203.0.113.115 port 50830:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.115', '50830']"
144,Jun,14,00:07:39,secops-01,sshd,25883,Failed password for invalid user ubuntu from 192.0.2.114 port 58751 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '192.0.2.114', '58751']"
145,Jun,14,00:07:43,secops-01,sshd,15189,Failed password for postgres from 198.51.100.63 port 47540 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '198.51.100.63', '47540']"
146,Jun,14,00:07:44,secops-01,sshd,17362,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.25,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.25']
147,Jun,14,00:07:48,secops-01,sshd,19563,Connection closed by authenticating user admin 198.51.100.41 port 33685 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['admin', '198.51.100.41', '33685']"
148,Jun,14,00:07:50,secops-01,sshd,28063,Disconnected from authenticating user test 192.0.2.64 port 30959 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['test', '192.0.2.64', '30959']"
149,Jun,14,00:07:51,secops-01,sshd,14473,Invalid user backup from 203.0.113.193 port 58651,S05,Invalid user <*> from <*> port <*>,"['backup', '203.0.113.193', '58651']"
150,Jun,14,00:07:55,secops-01,sshd,26637,Failed password for invalid user operator from 192.0.2.89 port 62250 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '192.0.2.89', '62250']"
151,Jun,14,00:07:57,secops-01,sudo,38022,oracle : 4 incorrect password attempts ; TTY=tty1 ; PWD=/etc ; COMMAND=/usr/bin/docker ps,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['oracle', '4', 'tty1', '/etc', '/usr/bin/docker ps']"
152,Jun,14,00:08:03,secops-01,sshd,27807,Disconnected from authenticating user test 203.0.113.143 port 51019 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['test', '203.0.113.143', '51019']"
153,Jun,14,00:08:09,secops-01,sshd,28736,Connection closed by authenticating user deploy 192.0.2.180 port 16674 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['deploy', '192.0.2.180', '16674']"
154,Jun,14,00:08:15,secops-01,sshd,25498,Failed password for invalid user operator from 203.0.113.83 port 49828 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '203.0.113.83', '49828']"
155,Jun,14,00:08:22,secops-01,sshd,14984,Invalid user postgres from 198.51.100.168 port 65302,S05,Invalid user <*> from <*> port <*>,"['postgres', '198.51.100.168', '65302']"
156,Jun,14,00:08:29,secops-01,audit,4580,USER_AUTH pid=1517 uid=1001 auid=4294967295 user=deploy exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1517', '1001', '4294967295', 'deploy', 'success']"
157,Jun,14,00:08:31,secops-01,sshd,23434,Failed password for backup from 203.0.113.186 port 10471 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '203.0.113.186', '10471']"
158,Jun,14,00:08:32,secops-01,sshd,23024,Failed password for operator from 192.0.2.88 port 41869 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['operator', '192.0.2.88', '41869']"
159,Jun,14,00:08:33,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=192.0.2.162 DST=10.0.7.225 PROTO=TCP SPT=36480 DPT=22,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '192.0.2.162', '10.0.7.225', '36480', '22']"
160,Jun,14,00:08:39,secops-01,sshd,12961,Failed password for invalid user postgres from 192.0.2.60 port 49964 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '192.0.2.60', '49964']"
161,Jun,14,00:08:41,secops-01,audit,2817,USER_AUTH pid=4114 uid=1001 auid=4294967295 user=support exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4114', '1001', '4294967295', 'support', 'success']"
162,Jun,14,00:08:45,secops-01,sshd,11838,error: maximum authentication attempts exceeded for backup from 203.0.113.85 port 53200 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['backup', '203.0.113.85', '53200']"
163,Jun,14,00:08:47,secops-01,sshd,28544,Invalid user git from 203.0.113.137 port 28028,S05,Invalid user <*> from <*> port <*>,"['git', '203.0.113.137', '28028']"
164,Jun,14,00:08:54,secops-01,sshd,17891,Failed password for admin from 198.51.100.99 port 41637 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '198.51.100.99', '41637']"
165,Jun,14,00:09:01,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.165 DST=10.0.4.119 PROTO=UDP SPT=17757 DPT=22,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.165', '10.0.4.119', '17757', '22']"
166,Jun,14,00:09:05,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.243 DST=10.0.5.152 PROTO=UDP SPT=20629 DPT=6379,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.243', '10.0.5.152', '20629', '6379']"
167,Jun,14,00:09:06,secops-01,sshd,25833,Connection closed by authenticating user oracle 203.0.113.100 port 56948 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['oracle', '203.0.113.100', '56948']"
168,Jun,14,00:09:06,secops-01,sshd,19674,Failed password for invalid user nagios from 203.0.113.77 port 46851 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['nagios', '203.0.113.77', '46851']"
169,Jun,14,00:09:13,secops-01,audit,4729,USER_AUTH pid=3696 uid=1000 auid=1001 user=root exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3696', '1000', '1001', 'root', 'success']"
170,Jun,14,00:09:16,secops-01,sudo,35772,backup : command not allowed with sudo ; TTY=pts/1 ; PWD=/root ; COMMAND=/bin/cat /etc/passwd,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['backup', 'pts/1', '/root', '/bin/cat /etc/passwd']"
171,Jun,14,00:09:17,secops-01,sshd,14481,Received disconnect from 198.51.100.175 port 50541:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.175', '50541']"
172,Jun,14,00:09:18,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.114 DST=10.0.0.150 PROTO=UDP SPT=24935 DPT=443,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.114', '10.0.0.150', '24935', '443']"
173,Jun,14,00:09:23,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.46 DST=10.0.3.35 PROTO=UDP SPT=52568 DPT=8443,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '198.51.100.46', '10.0.3.35', '52568', '8443']"
174,Jun,14,00:09:27,secops-01,sshd,15391,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.214,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.214']
175,Jun,14,00:09:28,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=192.0.2.77 DST=10.0.5.207 PROTO=UDP SPT=8571 DPT=8080,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '192.0.2.77', '10.0.5.207', '8571', '8080']"
176,Jun,14,00:09:33,secops-01,sshd,23022,Failed password for ec2-user from 192.0.2.187 port 45221 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '192.0.2.187', '45221']"
177,Jun,14,00:09:38,secops-01,sshd,24902,Failed password for git from 203.0.113.139 port 9123 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '203.0.113.139', '9123']"
178,Jun,14,00:09:44,secops-01,sshd,18590,input_userauth_request: invalid user postgres [preauth],S12,input_userauth_request: invalid user <*> [preauth],['postgres']
179,Jun,14,00:09:49,secops-01,sudo,30410,deploy : 2 incorrect password attempts ; TTY=tty1 ; PWD=/root ; COMMAND=/sbin/iptables -L,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['deploy', '2', 'tty1', '/root', '/sbin/iptables -L']"
180,Jun,14,00:09:55,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.164 DST=10.0.7.234 PROTO=UDP SPT=46969 DPT=3306,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '198.51.100.164', '10.0.7.234', '46969', '3306']"
181,Jun,14,00:09:56,secops-01,sshd,13805,Failed password for root from 192.0.2.79 port 33308 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '192.0.2.79', '33308']"
182,Jun,14,00:10:02,secops-01,sshd,27701,Failed password for invalid user guest from 203.0.113.118 port 25338 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['guest', '203.0.113.118', '25338']"
183,Jun,14,00:10:08,secops-01,sshd,15063,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
184,Jun,14,00:10:08,secops-01,sshd,19166,reverse mapping checking getaddrinfo for host79.example-corp.com [203.0.113.245] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host79.example-corp.com', '203.0.113.245']"
185,Jun,14,00:10:09,secops-01,sshd,21884,error: maximum authentication attempts exceeded for ec2-user from 203.0.113.245 port 16497 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['ec2-user', '203.0.113.245', '16497']"
186,Jun,14,00:10:13,secops-01,audit,2630,USER_LOGIN pid=2504 uid=1001 auid=4294967295 user=deploy exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2504', '1001', '4294967295', 'deploy', 'success']"
187,Jun,14,00:10:16,secops-01,sshd,13003,Failed password for invalid user admin from 192.0.2.212 port 30824 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '192.0.2.212', '30824']"
188,Jun,14,00:10:19,secops-01,sshd,20928,Received disconnect from 203.0.113.7 port 4338:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.7', '4338']"
189,Jun,14,00:10:22,secops-01,audit,3401,USER_LOGIN pid=4223 uid=1001 auid=1000 user=admin exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4223', '1001', '1000', 'admin', 'success']"
190,Jun,14,00:10:26,secops-01,sudo,30046,ec2-user : user NOT authorized on host ; TTY=pts/1 ; PWD=/root ; COMMAND=/bin/cat /etc/passwd,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['ec2-user', 'pts/1', '/root', '/bin/cat /etc/passwd']"
191,Jun,14,00:10:26,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.140 DST=10.0.4.206 PROTO=TCP SPT=12459 DPT=80,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '192.0.2.140', '10.0.4.206', '12459', '80']"
192,Jun,14,00:10:26,secops-01,sshd,20609,Failed password for deploy from 198.51.100.62 port 39615 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '198.51.100.62', '39615']"
193,Jun,14,00:10:27,secops-01,sshd,13724,Failed password for root from 203.0.113.109 port 35501 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '203.0.113.109', '35501']"
194,Jun,14,00:10:30,secops-01,sshd,24811,Connection closed by authenticating user operator 203.0.113.153 port 8170 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['operator', '203.0.113.153', '8170']"
195,Jun,14,00:10:30,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=198.51.100.234 DST=10.0.8.79 PROTO=TCP SPT=31042 DPT=22,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.234', '10.0.8.79', '31042', '22']"
196,Jun,14,00:10:37,secops-01,audit,3008,USER_LOGIN pid=4470 uid=1000 auid=1001 user=postgres exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4470', '1000', '1001', 'postgres', 'success']"
197,Jun,14,00:10:41,secops-01,sshd,14135,Failed password for admin from 203.0.113.39 port 5328 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '203.0.113.39', '5328']"
198,Jun,14,00:10:45,secops-01,sshd,22481,Received disconnect from 203.0.113.184 port 22335:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.184', '22335']"
199,Jun,14,00:10:48,secops-01,sshd,13749,Connection closed by authenticating user nagios 203.0.113.205 port 47015 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['nagios', '203.0.113.205', '47015']"
200,Jun,14,00:10:54,secops-01,sshd,24860,Disconnected from authenticating user backup 203.0.113.88 port 55249 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['backup', '203.0.113.88', '55249']"
201,Jun,14,00:10:59,secops-01,sshd,18352,Disconnected from authenticating user admin 203.0.113.82 port 44612 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['admin', '203.0.113.82', '44612']"
202,Jun,14,00:11:04,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.214 DST=10.0.1.25 PROTO=ICMP TYPE=0 CODE=0,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['ens3', '203.0.113.214', '10.0.1.25', '0', '0']"
203,Jun,14,00:11:09,secops-01,sudo,39202,guest : user NOT authorized on host ; TTY=pts/0 ; PWD=/etc ; COMMAND=/bin/cat /etc/passwd,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['guest', 'pts/0', '/etc', '/bin/cat /etc/passwd']"
204,Jun,14,00:11:15,secops-01,sshd,21586,input_userauth_request: invalid user git [preauth],S12,input_userauth_request: invalid user <*> [preauth],['git']
205,Jun,14,00:11:18,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.155 DST=10.0.4.92 PROTO=TCP SPT=7813 DPT=8443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '192.0.2.155', '10.0.4.92', '7813', '8443']"
